  1.255129e-03   7.089780e-01   1.338324e-01
  1.351295e-03   5.893130e-01   4.258515e-02
  1.447124e-03   6.036300e-01   2.654327e-02
  1.542614e-03   5.568580e-01   2.071420e-02
  1.637766e-03   4.936770e-01   1.743354e-02
  1.732581e-03   4.080360e-01   1.487617e-02
  1.827057e-03   3.739850e-01   1.296036e-02
  1.921196e-03   3.597780e-01   1.166666e-02
  2.014998e-03   3.243940e-01   1.082804e-02
  2.108461e-03   2.968025e-01   1.040168e-02
  2.201587e-03   2.952801e-01   1.027065e-02
  2.294376e-03   2.925644e-01   1.030646e-02
  2.386827e-03   2.833487e-01   1.043971e-02
  2.478941e-03   2.560808e-01   9.310354e-03
  2.570718e-03   2.471345e-01   8.002925e-03
  2.662158e-03   2.204302e-01   6.889557e-03
  2.753261e-03   2.222588e-01   6.049939e-03
  2.844027e-03   2.176624e-01   5.413413e-03
  2.934456e-03   2.076041e-01   4.999046e-03
  3.024548e-03   2.041516e-01   4.858031e-03
  3.114304e-03   2.021726e-01   4.939233e-03
  3.203723e-03   1.915548e-01   5.228623e-03
  3.292806e-03   1.915376e-01   5.701070e-03
  3.381552e-03   1.860374e-01   5.333192e-03
  3.469962e-03   1.722843e-01   4.514168e-03
  3.558036e-03   1.766560e-01   3.825866e-03
  3.645774e-03   1.822845e-01   3.384544e-03
  3.733177e-03   1.745532e-01   3.238283e-03
  3.820243e-03   1.650876e-01   3.382034e-03
  3.906973e-03   1.689224e-01   3.759544e-03
  3.993368e-03   1.584441e-01   4.051817e-03
  4.079428e-03   1.570419e-01   3.678110e-03
  4.165152e-03   1.587573e-01   3.051817e-03
  4.250540e-03   1.545546e-01   2.623939e-03
  4.335594e-03   1.528358e-01   2.494786e-03
  4.420313e-03   1.528782e-01   2.692398e-03
  4.504696e-03   1.497076e-01   3.131422e-03
  4.588745e-03   1.498351e-01   3.178867e-03
  4.672459e-03   1.426445e-01   2.704747e-03
  4.755839e-03   1.443262e-01   2.252379e-03
  4.838884e-03   1.406288e-01   2.117698e-03
  4.921595e-03   1.356580e-01   2.346918e-03
  5.003972e-03   1.385851e-01   2.841775e-03
  5.086015e-03   1.390598e-01   2.787130e-03
  5.167724e-03   1.374942e-01   2.209221e-03
  5.249099e-03   1.350949e-01   1.900466e-03
  5.330141e-03   1.324744e-01   1.988202e-03
  5.410849e-03   1.305830e-01   2.418729e-03
  5.491224e-03   1.350607e-01   2.504000e-03
  5.571266e-03   1.298093e-01   2.061637e-03
